Category,City,Country/Region,Customer Name,Order Date,Order ID,Postal Code,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Year Label,Days to Ship,Discount,Profit,Quantity,Sales
Furniture,Phoenix,United States,Maris LaWare,7/18/2022,US-2022-142573,85023,West,Consumer,7/23/2022,Standard Class,Arizona,Tables,2022,5,0.5,-448.896,5,801.6
Furniture,Colorado Springs,United States,Irene Maddox,12/11/2020,CA-2020-104346,80906,West,Consumer,12/16/2020,Standard Class,Colorado,Tables,2020,5,0.5,-248.166,5,364.95
Furniture,Portland,United States,Jeremy Farry,10/5/2020,CA-2020-133445,97206,West,Consumer,10/9/2020,Standard Class,Oregon,Bookcases,2020,4,0.7,-103.8606,1,66.294
Furniture,Fort Collins,United States,Arthur Prichep,9/23/2022,US-2022-132059,80525,West,Consumer,9/29/2022,Standard Class,Colorado,Bookcases,2022,6,0.7,-240.784,2,180.588
Furniture,Colorado Springs,United States,Irene Maddox,12/11/2020,CA-2020-104346,80906,West,Consumer,12/16/2020,Standard Class,Colorado,Bookcases,2020,5,0.7,-143.7904,4,69.576
Furniture,Springfield,United States,Juliana Krohn,10/2/2022,CA-2022-141117,97477,West,Consumer,10/8/2022,Standard Class,Oregon,Bookcases,2022,6,0.7,-384.7164,6,217.764
Furniture,Colorado Springs,United States,Jim Radford,12/24/2020,US-2020-103471,80906,West,Consumer,12/28/2020,Standard Class,Colorado,Bookcases,2020,4,0.7,-786.744,7,590.058
Furniture,Parker,United States,Tony Sayre,12/19/2022,CA-2022-116946,80134,West,Consumer,12/23/2022,Standard Class,Colorado,Bookcases,2022,4,0.7,-183.6324,7,102.018
Office Supplies,Garden City,United States,Brosina Hoffman,2/8/2020,US-2020-130491,67846,Central,Consumer,2/11/2020,First Class,Kansas,Fasteners,2020,3,0,1.8011,1,5.81
Office Supplies,Indianapolis,United States,Adrian Barton,12/20/2019,CA-2019-103100,46203,Central,Consumer,12/23/2019,First Class,Indiana,Labels,2019,3,0,1.7343,1,3.69
Office Supplies,Garden City,United States,Brosina Hoffman,2/8/2020,US-2020-130491,67846,Central,Consumer,2/11/2020,First Class,Kansas,Art,2020,3,0,1.728,2,5.76
Office Supplies,Detroit,United States,Cynthia Arntzen,12/11/2020,CA-2020-135853,48205,Central,Consumer,12/14/2020,First Class,Michigan,Binders,2020,3,0,10.35,2,23
Office Supplies,Minneapolis,United States,Amy Cox,10/3/2022,CA-2022-141789,55407,Central,Consumer,10/6/2022,First Class,Minnesota,Binders,2022,3,0,843.1706,2,1793.98
Office Supplies,Oklahoma City,United States,Tony Molinari,3/30/2022,CA-2022-113474,73120,Central,Consumer,3/31/2022,First Class,Oklahoma,Envelopes,2022,1,0,149.8956,2,325.86
Office Supplies,Garden City,United States,Brosina Hoffman,2/8/2020,US-2020-130491,67846,Central,Consumer,2/11/2020,First Class,Kansas,Paper,2020,3,0,4.293,2,9.54
Office Supplies,Saint Charles,United States,Jennifer Ferguson,8/22/2019,US-2019-166828,63301,Central,Consumer,8/25/2019,First Class,Missouri,Paper,2019,3,0,5.6644,2,11.56
Office Supplies,Saint Louis,United States,Nora Paige,11/2/2022,CA-2022-167227,63116,Central,Consumer,11/5/2022,First Class,Missouri,Paper,2022,3,0,5.7624,2,11.76
Office Supplies,Roseville,United States,Dan Campbell,11/23/2022,CA-2022-167017,48066,Central,Consumer,11/25/2022,First Class,Michigan,Supplies,2022,2,0,0.1744,2,4.36
Office Supplies,Indianapolis,United States,Adrian Barton,12/20/2019,CA-2019-103100,46203,Central,Consumer,12/23/2019,First Class,Indiana,Binders,2019,3,0,496.7865,3,1103.97
Office Supplies,Minneapolis,United States,Dianna Vittorini,6/22/2019,CA-2019-124646,55407,Central,Consumer,6/24/2019,First Class,Minnesota,Storage,2019,2,0,9.7164,3,161.94
Office Supplies,Minneapolis,United States,Dianna Vittorini,6/22/2019,CA-2019-124646,55407,Central,Consumer,6/24/2019,First Class,Minnesota,Storage,2019,2,0,0,3,501.81
Office Supplies,Madison,United States,Resi Pölking,12/1/2019,CA-2019-120474,53711,Central,Consumer,12/3/2019,First Class,Wisconsin,Art,2019,2,0,12.5928,4,46.64
Office Supplies,Kirkwood,United States,Kelly Williams,8/7/2020,US-2020-124219,63122,Central,Consumer,8/8/2020,First Class,Missouri,Binders,2020,1,0,13.064,4,28.4
Office Supplies,Eau Claire,United States,Richard Eichhorn,12/27/2020,CA-2020-151589,54703,Central,Consumer,12/30/2020,First Class,Wisconsin,Paper,2020,3,0,91.9508,4,195.64
Office Supplies,Saint Louis,United States,Nora Paige,11/2/2022,CA-2022-167227,63116,Central,Consumer,11/5/2022,First Class,Missouri,Appliances,2022,3,0,20.975,10,83.9
Office Supplies,Dallas,United States,Sanjit Engle,8/27/2022,CA-2022-155047,75220,Central,Consumer,8/30/2022,First Class,Texas,Art,2022,3,0.2,0.372,1,5.952
Office Supplies,Harlingen,United States,John Stevenson,3/14/2021,CA-2021-162082,78550,Central,Consumer,3/17/2021,First Class,Texas,Paper,2021,3,0.2,1.8792,1,5.184
Office Supplies,Houston,United States,Bruce Geld,9/6/2021,CA-2021-145240,77070,Central,Consumer,9/8/2021,First Class,Texas,Storage,2021,2,0.2,0.8088,1,10.784
Office Supplies,Arlington,United States,Dan Campbell,9/18/2022,CA-2022-131016,76017,Central,Consumer,9/20/2022,First Class,Texas,Art,2022,2,0.2,0.558,2,8.928
Office Supplies,Dallas,United States,Sandra Flanagan,12/5/2020,CA-2020-142937,75220,Central,Consumer,12/6/2020,First Class,Texas,Art,2020,1,0.2,4.504,2,45.04
Office Supplies,Houston,United States,Nat Carroll,5/4/2019,CA-2019-111899,77036,Central,Consumer,5/5/2019,First Class,Texas,Art,2019,1,0.2,2.838,2,37.84
Office Supplies,Houston,United States,Mark Van Huff,6/25/2020,CA-2020-119690,77041,Central,Consumer,6/28/2020,First Class,Texas,Labels,2020,3,0.2,1.6704,2,4.608
Office Supplies,Frankfort,United States,Bobby Trafton,6/18/2021,US-2021-163461,60423,Central,Consumer,6/21/2021,First Class,Illinois,Paper,2021,3,0.2,26.9024,2,76.864
Office Supplies,El Paso,United States,Michael Nguyen,7/11/2019,CA-2019-123225,79907,Central,Consumer,7/14/2019,First Class,Texas,Paper,2019,3,0.2,3.6288,2,10.368
Office Supplies,Houston,United States,Greg Tran,5/14/2022,CA-2022-161774,77041,Central,Consumer,5/15/2022,First Class,Texas,Paper,2022,1,0.2,26.9024,2,76.864
Office Supplies,Plano,United States,Clay Cheatham,12/3/2022,CA-2022-123071,75023,Central,Consumer,12/6/2022,First Class,Texas,Paper,2022,3,0.2,3.6288,2,10.368
Office Supplies,Arlington,United States,Dan Campbell,9/18/2022,CA-2022-131016,76017,Central,Consumer,9/20/2022,First Class,Texas,Storage,2022,2,0.2,-2.974,2,47.584
Office Supplies,Dallas,United States,Chloris Kastensmidt,8/7/2022,CA-2022-110821,75081,Central,Consumer,8/8/2022,First Class,Texas,Storage,2022,1,0.2,-25.109,2,118.16
Office Supplies,Dallas,United States,Neola Schneider,12/24/2022,CA-2022-121195,75220,Central,Consumer,12/27/2022,First Class,Texas,Storage,2022,3,0.2,19.824,2,264.32
Office Supplies,Houston,United States,Claire Gute,1/26/2022,CA-2022-164098,77070,Central,Consumer,1/27/2022,First Class,Texas,Storage,2022,1,0.2,1.816,2,18.16
Office Supplies,Chicago,United States,Sue Ann Reed,4/3/2022,CA-2022-127264,60653,Central,Consumer,4/5/2022,First Class,Illinois,Art,2022,2,0.2,2.205,3,7.056
Office Supplies,Chicago,United States,Luke Weiss,5/17/2021,US-2021-117037,60653,Central,Consumer,5/20/2021,First Class,Illinois,Fasteners,2021,3,0.2,2.4675,3,7.896
Office Supplies,Chicago,United States,Rose O'Brian,9/24/2022,CA-2022-148411,60623,Central,Consumer,9/26/2022,First Class,Illinois,Paper,2022,2,0.2,3.7128,3,11.424
Office Supplies,Freeport,United States,Troy Staebel,10/13/2022,CA-2022-163160,61032,Central,Consumer,10/16/2022,First Class,Illinois,Paper,2022,3,0.2,20.5764,3,63.312
Office Supplies,Houston,United States,Greg Tran,5/14/2022,CA-2022-161774,77041,Central,Consumer,5/15/2022,First Class,Texas,Paper,2022,1,0.2,16.1838,3,47.952
Office Supplies,Houston,United States,Mark Van Huff,6/25/2020,CA-2020-119690,77041,Central,Consumer,6/28/2020,First Class,Texas,Paper,2020,3,0.2,16.1838,3,47.952
Office Supplies,Decatur,United States,Richard Eichhorn,6/3/2019,CA-2019-163867,62521,Central,Consumer,6/6/2019,First Class,Illinois,Storage,2019,3,0.2,9.9522,3,132.696
Office Supplies,Chicago,United States,Russell Applegate,6/30/2019,CA-2019-123064,60653,Central,Consumer,7/2/2019,First Class,Illinois,Art,2019,2,0.2,1.64,4,5.248
Office Supplies,Decatur,United States,Richard Eichhorn,6/3/2019,CA-2019-163867,62521,Central,Consumer,6/6/2019,First Class,Illinois,Labels,2019,3,0.2,5.1792,4,15.936
Office Supplies,The Colony,United States,Barry Gonzalez,11/17/2021,CA-2021-134110,75056,Central,Consumer,11/18/2021,First Class,Texas,Paper,2021,1,0.2,5.5216,4,15.232
Office Supplies,Houston,United States,Greg Tran,5/14/2022,CA-2022-161774,77041,Central,Consumer,5/15/2022,First Class,Texas,Art,2022,1,0.2,5.775,5,46.2
Office Supplies,Houston,United States,Nathan Cano,11/19/2022,CA-2022-131254,77095,Central,Consumer,11/21/2022,First Class,Texas,Art,2022,2,0.2,3.912,5,13.04
Office Supplies,Chicago,United States,Maris LaWare,1/20/2022,CA-2022-152079,60653,Central,Consumer,1/21/2022,First Class,Illinois,Labels,2022,1,0.2,4.176,5,11.52
Office Supplies,Des Plaines,United States,Joe Kamberova,11/18/2019,CA-2019-163468,60016,Central,Consumer,11/21/2019,First Class,Illinois,Storage,2019,3,0.2,-66.801,5,381.72
Office Supplies,Houston,United States,Nat Carroll,5/4/2019,CA-2019-111899,77036,Central,Consumer,5/5/2019,First Class,Texas,Fasteners,2019,1,0.2,1.8468,6,5.472
Office Supplies,Aurora,United States,Kelly Andreada,12/29/2021,CA-2021-124051,60505,Central,Consumer,12/30/2021,First Class,Illinois,Paper,2021,1,0.2,67.4424,6,186.048
Office Supplies,Houston,United States,Jack Lebron,9/1/2019,CA-2019-165428,77036,Central,Consumer,9/4/2019,First Class,Texas,Paper,2019,3,0.2,10.8864,6,31.104
Office Supplies,Harlingen,United States,John Stevenson,3/14/2021,CA-2021-162082,78550,Central,Consumer,3/17/2021,First Class,Texas,Art,2021,3,0.2,16.3737,7,145.544
Office Supplies,Houston,United States,Lynn Smith,6/15/2021,CA-2021-152765,77036,Central,Consumer,6/18/2021,First Class,Texas,Paper,2021,3,0.2,54.215,7,173.488
Office Supplies,Houston,United States,Joe Elijah,10/23/2020,CA-2020-110877,77041,Central,Consumer,10/26/2020,First Class,Texas,Paper,2020,3,0.2,12.7008,7,36.288
Office Supplies,Chicago,United States,Luke Weiss,5/17/2021,US-2021-117037,60653,Central,Consumer,5/20/2021,First Class,Illinois,Paper,2021,3,0.2,9.54,8,30.528
Office Supplies,Edinburg,United States,Natalie Fritzler,8/18/2021,CA-2021-113551,78539,Central,Consumer,8/20/2021,First Class,Texas,Paper,2021,2,0.2,30.392,8,83.84
Office Supplies,Chicago,United States,Matt Collins,12/2/2019,CA-2019-101147,60623,Central,Consumer,12/4/2019,First Class,Illinois,Appliances,2019,2,0.8,-6.3441,1,2.394
Office Supplies,Chicago,United States,Luke Weiss,5/17/2021,US-2021-117037,60653,Central,Consumer,5/20/2021,First Class,Illinois,Binders,2021,3,0.8,-4.7685,1,2.89
Office Supplies,Austin,United States,Tim Brockman,1/15/2022,US-2022-104661,78745,Central,Consumer,1/18/2022,First Class,Texas,Binders,2022,3,0.8,-6.6278,1,4.276
Office Supplies,Edinburg,United States,Natalie Fritzler,8/18/2021,CA-2021-113551,78539,Central,Consumer,8/20/2021,First Class,Texas,Binders,2021,2,0.8,-3.4122,1,2.068
Office Supplies,Fort Worth,United States,Nathan Cano,12/27/2019,CA-2019-165393,76106,Central,Consumer,12/30/2019,First Class,Texas,Binders,2019,3,0.8,-8.4728,1,4.984
Office Supplies,Pasadena,United States,Evan Henry,11/22/2019,CA-2019-105340,77506,Central,Consumer,11/25/2019,First Class,Texas,Binders,2019,3,0.8,-11.0848,1,6.928
Office Supplies,Abilene,United States,Dennis Kane,12/11/2022,CA-2022-165099,79605,Central,Consumer,12/13/2022,First Class,Texas,Appliances,2022,2,0.8,-3.7584,2,1.392
Office Supplies,Dallas,United States,Max Engle,6/29/2022,CA-2022-137449,75220,Central,Consumer,6/30/2022,First Class,Texas,Appliances,2022,1,0.8,-54.5496,2,21.392
Office Supplies,Chicago,United States,Neoma Murray,9/27/2020,US-2020-100531,60610,Central,Consumer,9/29/2020,First Class,Illinois,Binders,2020,2,0.8,-22.62,2,15.08
Office Supplies,Quincy,United States,Sarah Jordon,9/30/2021,CA-2021-108644,62301,Central,Consumer,10/3/2021,First Class,Illinois,Binders,2021,3,0.8,-3.2406,2,1.964
Office Supplies,Houston,United States,Mark Van Huff,6/25/2020,CA-2020-119690,77041,Central,Consumer,6/28/2020,First Class,Texas,Binders,2020,3,0.8,-1.476,2,0.984
Office Supplies,La Porte,United States,William Brown,10/10/2021,CA-2021-126627,77571,Central,Consumer,10/12/2021,First Class,Texas,Binders,2021,2,0.8,-26.2272,2,16.392
Office Supplies,Des Plaines,United States,Joe Kamberova,11/18/2019,CA-2019-163468,60016,Central,Consumer,11/21/2019,First Class,Illinois,Binders,2019,3,0.8,-4.9164,3,2.892
Office Supplies,Houston,United States,Jack Lebron,9/1/2019,CA-2019-165428,77036,Central,Consumer,9/4/2019,First Class,Texas,Binders,2019,3,0.8,-6.0192,3,3.648
Office Supplies,Freeport,United States,Troy Staebel,10/13/2022,CA-2022-163160,61032,Central,Consumer,10/16/2022,First Class,Illinois,Binders,2022,3,0.8,-145.176,4,96.784
Office Supplies,Allen,United States,Anthony Witt,11/29/2020,CA-2020-129112,75002,Central,Consumer,11/30/2020,First Class,Texas,Binders,2020,1,0.8,-13.6152,4,8.784
Office Supplies,Austin,United States,Tim Brockman,1/15/2022,US-2022-104661,78745,Central,Consumer,1/18/2022,First Class,Texas,Binders,2022,3,0.8,-52.4544,4,32.784
Office Supplies,Dallas,United States,Tom Prescott,8/28/2021,CA-2021-145303,75081,Central,Consumer,8/31/2021,First Class,Texas,Binders,2021,3,0.8,-16.5396,4,10.024
Office Supplies,Peoria,United States,Ralph Arnett,8/4/2021,US-2021-128195,61604,Central,Consumer,8/5/2021,First Class,Illinois,Binders,2021,1,0.8,-6.567,5,3.98
Office Supplies,Chicago,United States,Laurel Elliston,5/27/2019,US-2019-117058,60653,Central,Consumer,5/30/2019,First Class,Illinois,Binders,2019,3,0.8,-30.555,6,17.46
Office Supplies,Houston,United States,Nathan Cano,11/19/2022,CA-2022-131254,77095,Central,Consumer,11/21/2022,First Class,Texas,Binders,2022,2,0.8,-2287.782,6,1525.188
Office Supplies,Rockford,United States,Guy Thornton,11/26/2022,CA-2022-130526,61107,Central,Consumer,11/29/2022,First Class,Illinois,Binders,2022,3,0.8,-53.7088,8,33.568
Office Supplies,Dallas,United States,Keith Herrera,8/15/2019,CA-2019-138023,75081,Central,Consumer,8/18/2019,First Class,Texas,Binders,2019,3,0.8,-52.632,8,30.96
Office Supplies,Dallas,United States,Tom Prescott,8/28/2021,CA-2021-145303,75081,Central,Consumer,8/31/2021,First Class,Texas,Binders,2021,3,0.8,-21.681,9,13.14
Office Supplies,New York City,United States,Mitch Webber,9/20/2019,CA-2019-125997,10011,East,Consumer,9/23/2019,First Class,New York,Appliances,2019,3,0,8.0548,1,30.98
Office Supplies,Watertown,United States,Justin MacKendrick,9/2/2019,CA-2019-157721,13601,East,Consumer,9/5/2019,First Class,New York,Appliances,2019,3,0,8.955,1,19.9
Office Supplies,Perth Amboy,United States,Nick Radford,10/17/2021,CA-2021-152688,8861,East,Consumer,10/20/2021,First Class,New Jersey,Binders,2021,3,0,148.5106,1,315.98
Office Supplies,Clinton,United States,Dave Kipp,2/14/2021,CA-2021-134334,20735,East,Consumer,2/15/2021,First Class,Maryland,Paper,2021,1,0,2.1465,1,4.77
Office Supplies,New York City,United States,Nat Carroll,11/24/2021,CA-2021-124485,10035,East,Consumer,11/26/2021,First Class,New York,Paper,2021,2,0,3.1104,1,6.48
Office Supplies,Andover,United States,Pamela Stobb,3/9/2021,CA-2021-153269,1810,East,Consumer,3/12/2021,First Class,Massachusetts,Storage,2021,3,0,3.363,1,11.21
Office Supplies,Fairfield,United States,Shahid Collister,3/13/2022,CA-2022-153843,6824,East,Consumer,3/15/2022,First Class,Connecticut,Appliances,2022,2,0,120.9416,2,465.16
Office Supplies,New York City,United States,Edward Nazzal,5/30/2020,CA-2020-103177,10009,East,Consumer,6/1/2020,First Class,New York,Appliances,2020,2,0,44.8896,2,160.32
Office Supplies,Rochester,United States,Bryan Mills,6/6/2019,CA-2019-133270,14609,East,Consumer,6/9/2019,First Class,New York,Art,2019,3,0,4.9432,2,13.36
Office Supplies,Fairfield,United States,Shahid Collister,3/13/2022,CA-2022-153843,6824,East,Consumer,3/15/2022,First Class,Connecticut,Binders,2022,2,0,15.44,2,30.88
Office Supplies,Baltimore,United States,Jill Matthias,4/14/2021,CA-2021-166625,21215,East,Consumer,4/17/2021,First Class,Maryland,Binders,2021,3,0,11.7782,2,25.06
Office Supplies,Manchester,United States,Neoma Murray,4/30/2022,US-2022-107636,6040,East,Consumer,5/2/2022,First Class,Connecticut,Labels,2022,2,0,2.8224,2,5.76
Office Supplies,Waterbury,United States,Arthur Gainer,5/17/2021,CA-2021-158435,6708,East,Consumer,5/18/2021,First Class,Connecticut,Labels,2021,1,0,6.8714,2,14.62
Office Supplies,New York City,United States,Christina Anderson,10/12/2022,CA-2022-169607,10024,East,Consumer,10/15/2022,First Class,New York,Paper,2022,3,0,4.6812,2,9.96
Office Supplies,New York City,United States,Maxwell Schwartz,10/20/2020,CA-2020-164623,10035,East,Consumer,10/22/2020,First Class,New York,Paper,2020,2,0,11.5432,2,24.56
Office Supplies,New York City,United States,Nat Carroll,11/24/2021,CA-2021-124485,10035,East,Consumer,11/26/2021,First Class,New York,Paper,2021,2,0,5.6644,2,11.56
Office Supplies,Rochester,United States,Luke Weiss,11/7/2021,CA-2021-132997,14609,East,Consumer,11/9/2021,First Class,New York,Paper,2021,2,0,6.2208,2,12.96
Office Supplies,Providence,United States,Allen Armold,9/7/2022,US-2022-169488,2908,East,Consumer,9/9/2022,First Class,Rhode Island,Paper,2022,2,0,18.7812,2,39.96
Office Supplies,New York City,United States,Becky Martin,12/4/2021,CA-2021-126004,10024,East,Consumer,12/5/2021,First Class,New York,Storage,2021,1,0,11.6316,2,193.86
Office Supplies,New York City,United States,Naresj Patel,8/9/2020,CA-2020-131338,10024,East,Consumer,8/12/2020,First Class,New York,Storage,2020,3,0,2.9372,2,41.96
Office Supplies,New York City,United States,Resi Pölking,4/7/2020,CA-2020-166492,10035,East,Consumer,4/10/2020,First Class,New York,Storage,2020,3,0,5.8708,2,22.58
Office Supplies,Providence,United States,Clytie Kelty,9/19/2021,CA-2021-158610,2908,East,Consumer,9/22/2021,First Class,Rhode Island,Storage,2021,3,0,17.38,2,69.52
Office Supplies,Lowell,United States,Kunst Miller,12/2/2022,CA-2022-167395,1852,East,Consumer,12/4/2022,First Class,Massachusetts,Supplies,2022,2,0,0.1744,2,4.36
Office Supplies,New York City,United States,Dan Lawera,2/27/2021,CA-2021-102456,10011,East,Consumer,3/1/2021,First Class,New York,Appliances,2021,2,0,49.5552,3,170.88
Office Supplies,New York City,United States,Toby Braunhardt,6/21/2019,CA-2019-130624,10024,East,Consumer,6/24/2019,First Class,New York,Appliances,2019,3,0,26.865,3,59.7
Office Supplies,New York City,United States,John Lucas,4/25/2020,CA-2020-112557,10035,East,Consumer,4/28/2020,First Class,New York,Appliances,2020,3,0,90.8292,3,206.43
Office Supplies,Dover,United States,Thomas Thornton,9/23/2019,CA-2019-163650,19901,East,Consumer,9/25/2019,First Class,Delaware,Art,2019,2,0,2.8536,3,9.84
Office Supplies,Clinton,United States,Dave Kipp,2/14/2021,CA-2021-134334,20735,East,Consumer,2/15/2021,First Class,Maryland,Art,2021,1,0,2.0748,3,7.98
Office Supplies,Everett,United States,Xylona Preis,11/17/2022,CA-2022-138163,2149,East,Consumer,11/20/2022,First Class,Massachusetts,Art,2022,3,0,14.2632,3,50.94
Office Supplies,East Orange,United States,Cassandra Brandow,11/27/2021,CA-2021-117583,7017,East,Consumer,11/30/2021,First Class,New Jersey,Art,2021,3,0,9.702,3,34.65
Office Supplies,New York City,United States,Clay Ludtke,9/2/2019,CA-2019-127936,10009,East,Consumer,9/4/2019,First Class,New York,Art,2019,2,0,8.0712,3,21.24
Office Supplies,New York City,United States,Carlos Daly,11/20/2022,CA-2022-111556,10035,East,Consumer,11/22/2022,First Class,New York,Art,2022,2,0,19.3116,3,68.97
Office Supplies,Fairfield,United States,Christine Sundaresam,8/15/2019,CA-2019-141005,6824,East,Consumer,8/18/2019,First Class,Connecticut,Binders,2019,3,0,30.2112,3,62.94
Office Supplies,Dover,United States,Thomas Thornton,9/23/2019,CA-2019-163650,19901,East,Consumer,9/25/2019,First Class,Delaware,Binders,2019,2,0,15.525,3,34.5
Office Supplies,New York City,United States,Naresj Patel,8/9/2020,CA-2020-131338,10024,East,Consumer,8/12/2020,First Class,New York,Fasteners,2020,3,0,5.0055,3,10.65
Office Supplies,New York City,United States,Michael Chen,12/29/2022,US-2022-102638,10035,East,Consumer,12/31/2022,First Class,New York,Fasteners,2022,2,0,2.9547,3,6.03
Office Supplies,New York City,United States,Carlos Soltero,12/5/2022,US-2022-126053,10024,East,Consumer,12/8/2022,First Class,New York,Labels,2022,3,0,4.536,3,9.45
Office Supplies,Andover,United States,Pamela Stobb,3/9/2021,CA-2021-153269,1810,East,Consumer,3/12/2021,First Class,Massachusetts,Paper,2021,3,0,8.7906,3,17.94
Office Supplies,New York City,United States,Katherine Ducich,9/2/2019,US-2019-138828,10009,East,Consumer,9/3/2019,First Class,New York,Paper,2019,1,0,7.0218,3,14.94
Office Supplies,New York City,United States,Naresj Patel,8/9/2020,CA-2020-131338,10024,East,Consumer,8/12/2020,First Class,New York,Paper,2020,3,0,68.976,3,143.7
Office Supplies,New York City,United States,Toby Braunhardt,6/21/2019,CA-2019-130624,10024,East,Consumer,6/24/2019,First Class,New York,Paper,2019,3,0,9.039,3,19.65
Office Supplies,New York City,United States,Maria Bertelson,11/14/2021,CA-2021-118759,10009,East,Consumer,11/17/2021,First Class,New York,Storage,2021,3,0,10.5144,3,40.44
Office Supplies,New York City,United States,Becky Martin,12/4/2021,CA-2021-126004,10024,East,Consumer,12/5/2021,First Class,New York,Storage,2021,1,0,3.6588,3,182.94
Office Supplies,Rochester,United States,Luke Weiss,11/7/2021,CA-2021-132997,14609,East,Consumer,11/9/2021,First Class,New York,Storage,2021,2,0,5.841,3,116.82
Office Supplies,Clifton,United States,Sandra Flanagan,9/10/2019,CA-2019-113383,7011,East,Consumer,9/13/2019,First Class,New Jersey,Appliances,2019,3,0,22.1184,4,81.92
Office Supplies,Andover,United States,Pamela Stobb,3/9/2021,CA-2021-153269,1810,East,Consumer,3/12/2021,First Class,Massachusetts,Binders,2021,3,0,23.31,4,51.8
Office Supplies,Lakewood,United States,Cindy Chapman,11/7/2021,US-2021-139388,8701,East,Consumer,11/9/2021,First Class,New Jersey,Fasteners,2021,2,0,0.2992,4,14.96
Office Supplies,New York City,United States,Toby Carlisle,5/6/2022,CA-2022-167668,10035,East,Consumer,5/8/2022,First Class,New York,Labels,2022,2,0,29.6,4,59.2
Office Supplies,Fairfield,United States,Shahid Collister,3/13/2022,CA-2022-153843,6824,East,Consumer,3/15/2022,First Class,Connecticut,Paper,2022,2,0,12.4752,4,27.12
Office Supplies,Clinton,United States,Michael Nguyen,2/10/2022,CA-2022-123659,20735,East,Consumer,2/13/2022,First Class,Maryland,Paper,2022,3,0,11.3288,4,23.12
Office Supplies,East Orange,United States,Cassandra Brandow,11/27/2021,CA-2021-117583,7017,East,Consumer,11/30/2021,First Class,New Jersey,Paper,2021,3,0,12.4416,4,25.92
Office Supplies,New York City,United States,Becky Martin,12/4/2021,CA-2021-126004,10024,East,Consumer,12/5/2021,First Class,New York,Paper,2021,1,0,19.8744,4,40.56
Office Supplies,New York City,United States,Resi Pölking,4/7/2020,CA-2020-166492,10035,East,Consumer,4/10/2020,First Class,New York,Paper,2020,3,0,12.4416,4,25.92
Office Supplies,New York City,United States,Craig Reiter,10/13/2022,CA-2022-116519,10009,East,Consumer,10/15/2022,First Class,New York,Appliances,2022,2,0,253.372,5,904.9
Office Supplies,Meriden,United States,Raymond Messe,6/21/2019,CA-2019-141278,6450,East,Consumer,6/24/2019,First Class,Connecticut,Art,2019,3,0,6.206,5,21.4
Office Supplies,New York City,United States,Katherine Ducich,9/2/2019,US-2019-138828,10009,East,Consumer,9/3/2019,First Class,New York,Art,2019,1,0,16.17,5,57.75
Office Supplies,East Orange,United States,Cassandra Brandow,11/27/2021,CA-2021-117583,7017,East,Consumer,11/30/2021,First Class,New Jersey,Binders,2021,3,0,38.376,5,79.95
Office Supplies,Baltimore,United States,Bart Folk,9/12/2022,CA-2022-140676,21215,East,Consumer,9/15/2022,First Class,Maryland,Paper,2022,3,0,19.95,5,39.9
Office Supplies,Baltimore,United States,Bart Folk,9/12/2022,CA-2022-140676,21215,East,Consumer,9/15/2022,First Class,Maryland,Paper,2022,3,0,45.528,5,94.85
Office Supplies,East Orange,United States,Cassandra Brandow,11/27/2021,CA-2021-117583,7017,East,Consumer,11/30/2021,First Class,New Jersey,Paper,2021,3,0,100.4255,5,204.95
Office Supplies,Providence,United States,Allen Armold,9/7/2022,US-2022-169488,2908,East,Consumer,9/9/2022,First Class,Rhode Island,Paper,2022,2,0,7.774,5,16.9
Office Supplies,New York City,United States,Tamara Dahlen,4/23/2022,CA-2022-104010,10011,East,Consumer,4/25/2022,First Class,New York,Supplies,2022,2,0,15.372,5,54.9
Office Supplies,Lawrence,United States,Alejandro Grove,9/20/2020,CA-2020-153738,1841,East,Consumer,9/22/2020,First Class,Massachusetts,Binders,2020,2,0,16.956,6,37.68
Office Supplies,New York City,United States,Mitch Webber,9/20/2019,CA-2019-125997,10011,East,Consumer,9/23/2019,First Class,New York,Labels,2019,3,0,35.3346,6,75.18
Office Supplies,Baltimore,United States,Bart Folk,9/12/2022,CA-2022-140676,21215,East,Consumer,9/15/2022,First Class,Maryland,Appliances,2022,3,0,26.3494,7,90.86
Office Supplies,Lowell,United States,Kunst Miller,12/2/2022,CA-2022-167395,1852,East,Consumer,12/4/2022,First Class,Massachusetts,Appliances,2022,2,0,80.3208,7,286.86
Office Supplies,New York City,United States,Carlos Daly,11/20/2022,CA-2022-111556,10035,East,Consumer,11/22/2022,First Class,New York,Paper,2022,2,0,22.4448,7,46.76
Office Supplies,Everett,United States,Toby Carlisle,10/14/2019,CA-2019-151330,2149,East,Consumer,10/17/2019,First Class,Massachusetts,Storage,2019,3,0,22.246,7,79.45
Office Supplies,Waterbury,United States,Arthur Gainer,5/17/2021,CA-2021-158435,6708,East,Consumer,5/18/2021,First Class,Connecticut,Supplies,2021,1,0,18.8993,7,65.17
Office Supplies,Philadelphia,United States,Robert Waldorf,1/15/2022,CA-2022-167752,19134,East,Consumer,1/18/2022,First Class,Pennsylvania,Appliances,2022,3,0.2,3.8682,1,34.384
Office Supplies,Columbus,United States,Seth Vernon,9/18/2021,CA-2021-157511,43229,East,Consumer,9/20/2021,First Class,Ohio,Art,2021,2,0.2,0.3674,1,2.672
